Year,Mean_White_Wealth,Mean_Black_Wealth,Mean_Black_40_Wealth,Mean_White_Land,Mean_Black_Land,Mean_Black_40_Land,Mean_White_Invest,Mean_Black_Invest,Mean_Black_40_Invest,Mean_White_Income,Mean_Black_Income,Mean_Black_40_Income,Diff_White_Wealth,Diff_Black_Wealth,Diff_Black_40_Wealth
1860,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,,,
1861,4004.1463034070143,1.2264951179264612,15.599661327147441,3776.429124428498,0.0,0.0,212.11838909624987,0.0,0.0,15.598789882265715,1.2264951179264612,15.599661327147441,-205.28269659298394,1.2264951179264612,15.599661327147441
1862,3798.6607341035597,2.47649196990563,30.793946191947512,3580.423056581533,1.1403176769608285,14.572799277207308,202.015187226339,0.0,0.0,16.222490295687628,1.336174292944801,16.221146914740206,-205.48556930345467,1.2499968519791687,15.194284864800071
1863,3594.657261700465,3.745262714029562,45.521672756370826,3384.004190619468,2.292392626097326,28.649432526239124,193.78108002882487,0.0,0.0,16.87199105217178,1.452870087932236,16.872240230131705,-204.00347240309475,1.2687707441239322,14.727726564423314
1864,3387.2236397902357,5.026950110066599,59.70100880402495,3188.621583713232,3.450272320551997,42.15395733705982,181.0547982930136,0.0,0.0,17.547257783988897,1.576677789514602,17.547051466965133,-207.43362191022925,1.2816873960370367,14.179336047654125
1865,3177.6916005800786,6.316531388073809,405.90100880402497,2989.8581745704664,4.608477658302648,42.15395733705982,169.5847387497379,0.0,0.0,18.248687259873787,1.7080537297711613,17.547051466965133,-209.5320392101571,1.2895812780072102,346.20000000000005
1866,2967.0992459157032,7.600001362578859,390.4863693944615,2788.850241811305,5.752585478662145,371.50613776119815,159.26987513557424,0.0,0.0,18.979128968824703,1.8474158839167132,18.98023163326338,-210.5923546643753,1.2834699745050502,-15.41463940956345
1867,2754.6681653951528,8.85850573466617,374.4895924706075,2586.4352539233237,6.862981470843811,354.75136228135625,148.49441596034322,0.0,0.0,19.738495511485944,1.9955242638223611,19.738230189251254,-212.4310805205505,1.2585043720873115,-15.996776923854043
1868,2540.1930296996497,10.090285960138297,357.72760075683067,2381.825129595476,7.938415861881429,337.19882087061796,137.8401516611667,0.0,0.0,20.527748443007034,2.1518700982568686,20.528779886212728,-214.475135695503,1.2317802254721268,-16.76199171377681
1869,2323.142793560875,11.260929370826329,339.96481435818316,2174.7007318753144,8.943010125331632,318.6164124091995,127.09411290322,0.0,0.0,21.347948782340506,2.3179192454946955,21.3484019489837,-217.05023613877484,1.1706434106880312,-17.762786398647506
1870,2102.9298703788886,12.341861325562324,320.9041529165497,1964.4089779868084,9.84808081906951,298.70236901926,116.31801731649784,0.0,0.0,22.20287507558179,2.493780506492812,22.201783897289772,-220.2129231819863,1.0809319547359948,-19.060661441633442
1871,2186.1623335070835,15.31331695447189,353.79018293866125,2053.196562706388,12.661989810033871,330.6984945869713,109.87549491769657,0.0,0.0,23.09027588299951,2.651327144438016,23.091688351689903,83.23246312819492,2.971455628909567,32.88603002211153
1872,2269.76375412012,18.496515839655515,388.12297378424665,2127.2630936410906,15.679465585633105,364.1099477498295,118.48816822097835,0.0,0.0,24.012492258051452,2.817050254022408,24.01302603441725,83.60142061303668,3.183198885183625,34.33279084558541
1873,2352.6333256533426,21.91516616798567,423.93139479547983,2201.348919630377,18.923057964063982,398.9564026549151,126.31026836575293,0.0,0.0,24.974137657212175,2.992108203921687,24.97499214056469,82.86957153322237,3.4186503283301555,35.80842101123318
1874,2436.948302741721,25.562048753598177,461.24231458812784,2274.387297965237,22.38553603633872,435.26773187618943,136.58727528252135,0.0,0.0,25.97372949396276,3.1765127172594525,25.97458271193842,84.31497708837833,3.646882585612506,37.31091979264801
1875,2521.8796151743004,29.46512235482851,500.08415971194216,2348.4839911780837,26.09384760002156,473.07159917379386,146.3827081270218,0.0,0.0,27.012915869194163,3.371274754806944,27.012560538148296,84.93131243257949,3.903073601230332,38.84184512381432
1876,2606.655470635962,33.6084428678035,540.4912502198031,2422.8301981366476,30.032428397447628,512.3971409679768,155.7312663527795,0.0,0.0,28.094006146534696,3.576014470355875,28.094109251826165,84.77585546166165,4.143320512974988,40.407090507860914
1877,2693.4793699161587,38.0348685308786,582.4974483793054,2496.6820969593587,34.24284429826284,553.2794160611269,167.5786688076462,0.0,0.0,29.21860414915364,3.792024232615765,29.218032318178473,86.82389928019666,4.426425663075101,42.00619815950233
1878,2782.1830162927135,42.748670644951474,626.1401335102177,2572.1460627264214,38.72923414122956,595.7528997157237,179.65157891457736,0.0,0.0,30.38537465171518,4.0194365037219,30.38723379449387,88.70364637655484,4.713802114072877,43.64268513091224
1879,2877.1810382821627,47.735831273078425,671.4568926421891,2649.0452927123947,43.47667527757716,639.8555642587893,196.53425405455428,0.0,0.0,31.601491515213706,4.259155995501275,31.601328383399856,94.99802198944917,4.987160628126951,45.31675913197148
1880,2958.5738534490592,53.03853179117033,718.4715829621306,2721.597018861806,48.526751705188744,685.6059771742679,204.11065366780286,0.0,0.0,32.86618091945126,4.511780085981596,32.865605787862904,81.39281516689653,5.302700518091903,47.01469031994145
1881,3097.718908667668,59.67197997726528,781.286930856535,2852.3822180144375,54.841421271987166,746.3929095400669,211.15642656541263,0.052793779572292455,0.7185244624706366,34.18026408781758,4.777764925705821,34.17549685399757,139.14505521860883,6.633448186094952,62.815347894404454
1882,3235.65688624391,66.63778586585074,846.2771009156229,2977.75347769809,61.4619845151052,809.1665045278143,222.35808956656115,0.11867864558481406,1.5624419804791416,35.54531897925899,5.057122705160745,35.5481544073296,137.9379775762418,6.965805888585464,64.99017005908786
1883,3373.2462200986533,73.98013581221716,913.452098156386,3101.696036594692,68.42970222072015,873.9471478085273,234.58385231596148,0.1987334478017591,2.5381161139688855,36.96633118799928,5.351700143695233,36.96683423388986,137.58933385474347,7.3423499463664115,67.1749972407631
1884,3509.6924317702674,81.70205810370709,982.8373880291998,3225.0392658496394,75.74660093402632,940.7410627722808,246.20846104045756,0.29398003789469485,3.651108958985073,38.44470488017027,5.661477131786068,38.44521629793396,136.44621167161404,7.721922291489932,69.38528987281381
1885,3660.27451620264,89.91825228035289,1054.478964992418,3347.027143693586,83.52323660941256,1009.5698708827096,273.26574951651793,0.4075917640600884,4.92668126044132,39.981622992536856,5.987423906880226,39.98241284926707,150.58208443237254,8.2161941766458,71.6415769632182
1886,3805.4926711958833,98.5100275167204,1128.3897749334249,3482.20237302775,91.64204161591198,1080.475673417661,281.70942057297293,0.5371599424202163,6.3332095213677695,41.58087759515986,6.330825958388193,41.58089199439631,145.2181549932434,8.59177523636751,73.91080994100685
1887,3946.492546840985,107.61053437474725,1204.605736994084,3611.9622193084924,100.23232044974593,1153.4661177216346,291.28560269642395,0.6860029400861894,7.8944710099131505,43.24472483606933,6.692210984915128,43.24514826253616,140.99987564510184,9.100506858026847,76.2159620606592
1888,4091.7760157045977,117.12509159405754,1283.1922122768572,3737.428492785393,109.19659229601422,1228.5720053788389,309.37509336584316,0.8569735595864273,9.641818508434984,44.97242955336148,7.071525738456886,44.97838838958349,145.2834688636126,9.51455721931029,78.58647528277311
