Year,Mean_White_Wealth,Mean_Black_Wealth,Mean_Black_40_Wealth,Mean_White_Land,Mean_Black_Land,Mean_Black_40_Land,Mean_White_Invest,Mean_Black_Invest,Mean_Black_40_Invest,Mean_White_Income,Mean_Black_Income,Mean_Black_40_Income,Diff_White_Wealth,Diff_Black_Wealth,Diff_Black_40_Wealth
1860,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,4209.428999999998,0.0,0.0,,,
1861,4010.031722509386,1.521430024504225,1.521430024504225,3782.312515249999,0.0,0.0,212.11838909624987,0.0,0.0,15.600818163137504,1.521430024504225,1.521430024504225,-199.3972774906124,1.521430024504225,1.521430024504225
1862,3809.2031107115945,3.0870671559050393,3.0870671559050393,3590.666319150726,1.4294208925875391,1.4294208925875391,202.3121154481823,0.0,0.0,16.224676112686282,1.6576462633175004,1.6576462633175004,-200.82861179779138,1.5656371314008144,1.5656371314008144
1863,3608.651102567485,4.690731511634718,4.690731511634718,3397.4578671526992,2.8883584546007164,2.8883584546007164,194.31887828673058,0.0,0.0,16.87435712805509,1.8023730570340015,1.8023730570340015,-200.55200814410955,1.6036643557296788,1.6036643557296788
1864,3403.4709961885414,6.323954057030312,6.323954057030312,3204.161865156223,4.368026009012798,4.368026009012798,181.75963657134344,0.0,0.0,17.549494460975904,1.955928048017513,1.955928048017513,-205.1801063789435,1.6332225453955935,1.6332225453955935
1865,3195.017579515566,7.975778157296607,352.5239540570303,3006.3682267186364,5.856746497294848,4.368026009012798,170.39817889517556,0.0,0.0,18.251173901753848,2.1190316600017582,1.955928048017513,-208.45341667297544,1.6518241002662952,346.2
1866,2984.3614883620144,9.631429007119596,326.69412085051385,2805.2423053380357,7.339530054090655,324.40222189748494,160.13827485729453,0.0,0.0,18.980908166684188,2.291898953028942,2.291898953028942,-210.65609115355164,1.6556508498229894,-25.82983320651647
1867,2770.758049869688,11.27184693735469,300.84905472440954,2601.6595429279996,8.796501104136595,298.3737088911914,149.3583394080537,0.0,0.0,19.740167533634494,2.4753458332180958,2.4753458332180958,-213.6034384923264,1.6404179302350936,-25.845066126104314
1868,2554.0477836367377,12.871571441612465,274.9632951723279,2394.872556472737,10.201969333209872,272.2936930639253,138.64526936791682,0.0,0.0,20.529957796083764,2.669602108402593,2.669602108402593,-216.7102662329503,1.5997245042577752,-25.88575955208165
1869,2333.7570486673503,14.39696537897487,249.0032050533508,2184.6177547189995,11.521733428406202,246.12797310278216,127.78731127064282,0.0,0.0,21.351982677707706,2.8752319505686685,2.8752319505686685,-220.29073496938736,1.5253939373624057,-25.960090118977092
1870,2109.3683342671516,15.803949263078568,222.92470488111508,1970.3137854529423,12.710277237462902,219.83103285549944,116.84946510898772,0.0,0.0,22.20508370522168,3.093672025615668,3.093672025615668,-224.38871440019875,1.4069838841036972,-26.07850017223572
1871,2204.716040029237,19.69054921056474,234.64830639252696,2071.410285297987,16.401936532492357,231.35969371445458,110.21189672367082,0.0,0.0,23.093858007579048,3.2886126780723877,3.2886126780723877,95.3477057620853,3.8865999474861717,11.723601511411886
1872,2301.106569814223,23.903260366967565,246.69801911285546,2157.594965626781,20.408433817199914,243.2031925630878,119.49376358131595,0.0,0.0,24.017840606125795,3.494826549767651,3.494826549767651,96.39052978498603,4.2127111564028255,12.0497127203285
1873,2397.4088032267323,28.456394226499363,259.088154536313,2244.376221650283,24.744078570830748,255.37583888064435,128.05446727388775,0.0,0.0,24.978114302561757,3.712315655668617,3.712315655668617,96.3022334125094,4.553133859531798,12.390135423457565
1874,2495.8139616388494,33.36387605061438,271.83263792435366,2330.6485094204822,29.423359078856137,267.8921209525955,139.18681360178942,0.0,0.0,25.978638616577715,3.940516971758248,3.940516971758248,98.40515841211709,4.907481824115017,12.744483388040635
1875,2595.474864200731,38.6423225495924,284.94808598725746,2418.5398118068492,34.46034146072848,280.7661048983935,149.91865288028083,0.0,0.0,27.016399513600884,4.18198108886393,4.18198108886393,99.66090256188181,5.27844649897802,13.115448062903795
1876,2695.588254935704,44.308356792201415,298.45112179379214,2507.2158358244887,39.87185099435216,294.0146159959429,160.2759247335651,0.0,0.0,28.096494377649446,4.436505797849258,4.436505797849258,100.11339073497265,5.666034242609015,13.503035806534683
1877,2798.4110623746187,50.13043955909868,310.656815803213,2595.895093908687,45.42608782029156,305.9780655885703,173.29604794508634,0.0,0.0,29.219920520845616,4.704351738807122,4.678750214642729,102.82280743891488,5.8220827668972674,12.205694009420881
1878,2903.7824207937947,56.361005096579866,323.3275038606449,2686.743602194227,51.37471642350709,318.3658845810643,186.65038664219253,0.0,0.0,30.388431957375527,4.98628867307278,4.961619279580623,105.37135841917598,6.2305655374811835,12.670688057431903
1879,3016.3172048069046,63.003480384926625,336.3802454416463,2779.5868996252816,57.71984760453331,331.12194480501677,205.12407295472966,0.0,0.0,31.606232226893002,5.283632780393301,5.258300636629574,112.53478401310986,6.642475288346759,13.052741581001385
1880,3117.0441587742325,70.02313883951729,349.6209082341554,2870.2026827424347,64.4258912995007,344.0530326943418,213.9705847080874,0.0,0.0,32.87089132371044,5.597247540016585,5.567875539813566,100.72695396732797,7.019658454590662,13.240662792509113
1881,3280.0363870497017,78.92754251902123,370.386207266409,3023.383657167047,72.93065982390148,364.13856090154695,222.46661351585294,0.06970478378855985,0.3480319486757363,34.186116366801386,5.927177911331187,5.899614416186319,162.9922282754692,8.904403679503943,20.76529903225355
1882,3442.8366896196203,88.27172969550837,391.03221508258565,3171.8372630897775,81.84040619518964,384.05909885444044,235.4450633633728,0.1569013546878538,0.7363036877742175,35.554363166469166,6.2744221456308775,6.236812540370981,162.80030256991859,9.34418717648714,20.646007816176677
1883,3606.309005422275,98.24183404008117,412.38134533917804,3319.7266809651205,91.33834548634198,404.60845749574713,249.60430661831973,0.26338190266697975,1.1667229661644878,36.9780178388347,6.64010665107222,6.606164877266387,163.47231580265452,9.970104344572803,21.34913025659239
